TransactionID,Date,AccountCode,Amount,Currency,CustomerID
130,2020-03-11,7000,783.55,EUR,CUST004
131,2020-04-25,6000,238.88,EUR,CUST006
132,2024-04-05,7000,4141.79,EUR,CUST013
133,2022-04-15,6000,412.76,EUR,CUST007
134,2023-03-16,6000,1634.55,EUR,CUST015
135,2024-06-23,7000,3901.54,EUR,CUST005
136,2022-06-28,6000,3553.59,EUR,CUST003
137,2019-10-15,6000,1997.79,EUR,CUST014
138,2022-09-03,7000,3238.4,EUR,CUST014
139,2024-08-21,7000,1295.2,EUR,CUST019
140,2020-05-10,7000,892.71,EUR,CUST011
141,2021-01-09,7000,3752.34,EUR,CUST002
142,2020-07-20,7000,2302.49,EUR,CUST009
143,2020-08-02,6000,2352.06,EUR,CUST004
144,2021-09-12,6000,3741.63,EUR,CUST008
145,2023-02-28,7000,1195.96,EUR,CUST005
146,2022-05-01,7000,3354.82,EUR,CUST012
147,2021-04-29,7000,3251.04,EUR,CUST012
148,2021-05-04,6000,3288.56,EUR,CUST017
149,2022-06-06,7000,1883.55,EUR,CUST019
150,2020-07-07,6000,659.02,EUR,CUST004
151,2021-11-26,6000,3990.48,EUR,CUST019
152,2023-08-30,7000,4580.68,EUR,CUST018
153,2020-10-24,7000,1113.35,EUR,CUST011
154,2023-01-05,6000,988.65,EUR,CUST003
155,2024-06-08,7000,3715.64,EUR,CUST003
156,2024-10-25,6000,3473.3,EUR,CUST019
157,2023-07-15,7000,4397.46,EUR,CUST004
158,2021-07-26,6000,2870.35,EUR,CUST005
159,2020-04-28,6000,663.75,EUR,CUST020
160,2023-04-01,7000,1607.98,EUR,CUST012
161,2023-08-26,7000,2990.34,EUR,CUST010
162,2021-12-15,6000,4723.6,EUR,CUST009
163,2025-05-11,6000,1680.07,EUR,CUST017
164,2022-02-25,7000,1125.06,EUR,CUST002
165,2022-10-16,6000,4805.54,EUR,CUST018
166,2021-03-03,6000,4845.43,EUR,CUST012
167,2020-05-15,6000,4598.07,EUR,CUST018
168,2023-02-26,7000,4344.8,EUR,CUST006
169,2025-06-01,6000,2046.24,EUR,CUST014
170,2022-02-09,7000,2860.8,EUR,CUST016
171,2025-05-16,6000,651.93,EUR,CUST013
172,2022-05-02,7000,531.5,EUR,CUST013
173,2023-02-19,6000,1504.34,EUR,CUST001
174,2019-12-13,6000,4224.15,EUR,CUST011
175,2021-09-26,6000,940.18,EUR,CUST013
176,2025-01-10,6000,3263.33,EUR,CUST018
177,2020-12-14,7000,1680.81,EUR,CUST013
178,2024-05-02,7000,3247.29,EUR,CUST015
179,2024-08-06,7000,2254.31,EUR,CUST018
180,2023-09-18,7000,4328.66,EUR,CUST006
181,2023-11-18,6000,1099.35,EUR,CUST003
182,2022-04-14,6000,3331.61,EUR,CUST003
183,2024-02-01,6000,3657.67,EUR,CUST016
184,2024-09-09,7000,4142.27,EUR,CUST006
185,2024-01-28,6000,3242.94,EUR,CUST016
186,2025-07-15,6000,3381.12,EUR,CUST013
187,2024-11-04,7000,2413.77,EUR,CUST014
188,2022-08-29,7000,4117.1,EUR,CUST010
189,2023-05-28,6000,2218.09,EUR,CUST007
190,2023-02-12,7000,1762.43,EUR,CUST008
191,2021-03-04,6000,2797.27,EUR,CUST005
192,2022-08-11,7000,2887.58,EUR,CUST003
193,2023-12-23,6000,3065.2,EUR,CUST004
194,2023-05-21,6000,1640.71,EUR,CUST001
195,2020-12-03,7000,3617.22,EUR,CUST008
196,2022-03-18,6000,3487.3,EUR,CUST005
197,2020-09-30,6000,3884.7,EUR,CUST008
198,2023-06-18,6000,561.08,EUR,CUST015
199,2019-12-21,7000,4313.93,EUR,CUST010
200,2024-11-24,6000,737.9,EUR,CUST008
201,2024-07-02,7000,979.68,EUR,CUST004
202,2022-02-20,6000,2676.45,EUR,CUST015
203,2021-12-21,6000,4855.37,EUR,CUST007
204,2025-08-20,6000,936.29,EUR,CUST007
205,2023-07-24,7000,396.51,EUR,CUST015
206,2022-08-02,6000,1473.43,EUR,CUST015
207,2024-02-04,7000,705.36,EUR,CUST020
208,2021-12-05,6000,2550.35,EUR,CUST003
209,2020-07-14,7000,315.29,EUR,CUST013
210,2022-03-23,7000,2168.81,EUR,CUST015
211,2024-12-03,6000,3141.08,EUR,CUST015
212,2020-11-12,7000,4424.36,EUR,CUST004
213,2020-01-27,7000,3021.51,EUR,CUST010
214,2020-01-28,7000,3784.62,EUR,CUST018
215,2020-09-20,6000,2527.88,EUR,CUST010
216,2021-07-15,7000,1286.33,EUR,CUST012
217,2021-12-31,6000,676.43,EUR,CUST013
218,2021-06-20,7000,3979.4,EUR,CUST016
219,2021-10-01,6000,417.07,EUR,CUST016
220,2020-06-20,6000,3572.09,EUR,CUST016
221,2022-01-18,6000,524.72,EUR,CUST003
222,2021-07-23,6000,3604.93,EUR,CUST012
223,2024-02-21,7000,2060.8,EUR,CUST017
224,2024-04-30,7000,3264.34,EUR,CUST001
225,2024-03-30,7000,2933.67,EUR,CUST003
226,2020-07-09,7000,4952.57,EUR,CUST005
227,2024-06-19,6000,3994.15,EUR,CUST019
228,2024-12-27,7000,3108.72,EUR,CUST009
229,2024-03-01,7000,3282.89,EUR,CUST020
230,2024-09-30,7000,3864.45,EUR,CUST013
231,2020-01-25,6000,4843.0,EUR,CUST019
232,2019-12-27,7000,3848.75,EUR,CUST010
233,2020-01-07,7000,1513.08,EUR,CUST004
234,2021-05-05,7000,1137.83,EUR,CUST005
235,2024-10-01,7000,4864.25,EUR,CUST018
236,2024-12-20,7000,959.17,EUR,CUST002
237,2023-02-28,6000,4771.62,EUR,CUST020
238,2023-06-25,7000,420.99,EUR,CUST005
239,2023-02-27,6000,3340.57,EUR,CUST001
240,2021-01-16,6000,1431.26,EUR,CUST006
241,2021-07-26,6000,605.19,EUR,CUST006
242,2025-02-10,7000,1236.02,EUR,CUST018
243,2021-02-25,7000,2754.5,EUR,CUST016
244,2024-03-19,6000,2970.25,EUR,CUST018
245,2023-02-15,7000,2609.36,EUR,CUST016
246,2024-03-14,7000,4803.39,EUR,CUST018
247,2024-12-11,7000,2364.3,EUR,CUST010
248,2025-04-30,7000,522.62,EUR,CUST009
249,2023-02-27,6000,3273.18,EUR,CUST020
250,2021-12-03,6000,4070.1,EUR,CUST019
251,2021-06-08,6000,3126.91,EUR,CUST018
252,2025-02-22,7000,2469.11,EUR,CUST009
253,2023-12-11,7000,3736.8,EUR,CUST012
254,2020-04-24,6000,4479.38,EUR,CUST020
255,2020-11-14,6000,2865.67,EUR,CUST012
256,2022-09-28,7000,3522.74,EUR,CUST018
257,2022-11-01,6000,1865.6,EUR,CUST014
258,2024-07-17,7000,342.37,EUR,CUST005
259,2022-04-27,7000,3295.64,EUR,CUST014
260,2022-10-15,6000,4878.7,EUR,CUST020
261,2023-03-02,6000,3462.64,EUR,CUST012
262,2025-09-23,7000,3658.49,EUR,CUST014
263,2024-02-10,6000,466.93,EUR,CUST007
264,2024-06-10,6000,2564.02,EUR,CUST004
265,2021-12-20,6000,809.58,EUR,CUST005
266,2022-11-11,7000,3512.89,EUR,CUST003
267,2024-03-22,7000,1287.77,EUR,CUST009
268,2025-09-23,6000,4934.59,EUR,CUST011
269,2021-11-06,6000,4611.88,EUR,CUST007
270,2022-11-22,6000,2194.64,EUR,CUST010
271,2025-08-26,7000,1715.42,EUR,CUST020
272,2024-11-20,6000,4981.81,EUR,CUST007
273,2022-01-21,6000,4127.49,EUR,CUST009
274,2022-10-19,7000,3523.82,EUR,CUST014
275,2021-09-18,7000,3112.93,EUR,CUST009
276,2021-04-14,7000,4069.15,EUR,CUST007
277,2023-09-17,7000,1182.08,EUR,CUST017
278,2021-07-08,6000,4962.98,EUR,CUST010
279,2025-08-28,6000,4104.92,EUR,CUST008
280,2021-02-24,7000,601.49,EUR,CUST007
281,2022-02-25,7000,4220.8,EUR,CUST007
282,2023-03-02,7000,492.37,EUR,CUST012
283,2021-12-24,6000,238.88,EUR,CUST007
284,2024-01-26,7000,4888.33,EUR,CUST002
285,2022-05-20,7000,2217.29,EUR,CUST017
286,2021-06-30,7000,4739.86,EUR,CUST009
287,2023-08-21,7000,4684.91,EUR,CUST014
288,2020-09-25,7000,3199.68,EUR,CUST019
289,2023-10-18,7000,4648.41,EUR,CUST018
290,2022-07-16,6000,3205.17,EUR,CUST018
291,2023-08-07,7000,1058.85,EUR,CUST018
292,2019-11-15,7000,3730.83,EUR,CUST004
293,2021-03-09,6000,2816.71,EUR,CUST015
294,2021-11-17,6000,4170.77,EUR,CUST006
295,2025-01-13,6000,2167.43,EUR,CUST019
296,2022-10-07,6000,4361.54,EUR,CUST020
297,2023-07-11,7000,3222.44,EUR,CUST005
298,2022-07-28,6000,2732.29,EUR,CUST008
299,2023-12-23,6000,4392.37,EUR,CUST011
300,2020-08-29,6000,1851.34,EUR,CUST005
301,2019-10-03,6000,1322.49,EUR,CUST018
302,2022-04-06,7000,4554.08,EUR,CUST011
303,2025-01-31,7000,4790.45,EUR,CUST003
304,2024-08-31,7000,4895.68,EUR,CUST019
305,2020-01-30,7000,485.55,EUR,CUST015
306,2023-10-06,6000,3683.4,EUR,CUST004
307,2024-06-10,6000,1067.64,EUR,CUST017
308,2023-09-07,7000,254.17,EUR,CUST004
309,2025-08-15,7000,477.12,EUR,CUST009
310,2024-12-11,7000,2130.61,EUR,CUST003
311,2024-12-31,7000,3852.85,EUR,CUST014
312,2025-04-03,7000,2190.56,EUR,CUST006
313,2020-12-27,7000,4821.23,EUR,CUST003
314,2024-11-27,7000,2538.96,EUR,CUST003
315,2021-06-11,7000,607.76,EUR,CUST008
316,2020-06-12,6000,3750.6,EUR,CUST012
317,2021-09-26,7000,4521.84,EUR,CUST019
318,2022-09-26,7000,444.7,EUR,CUST016
319,2023-11-29,7000,211.8,EUR,CUST001
320,2021-05-13,6000,4516.66,EUR,CUST020
321,2020-02-01,7000,130.17,EUR,CUST001
322,2022-05-21,7000,2268.48,EUR,CUST009
323,2022-05-12,6000,3876.57,EUR,CUST006
324,2020-12-02,7000,3996.55,EUR,CUST010
325,2024-04-14,7000,3845.39,EUR,CUST012
326,2024-06-08,7000,803.84,EUR,CUST009
327,2021-09-06,6000,1140.37,EUR,CUST004
328,2023-08-03,7000,4269.21,EUR,CUST009
329,2020-05-14,7000,1631.28,EUR,CUST018
330,2023-01-09,7000,3723.12,EUR,CUST002
331,2021-03-26,6000,3631.29,EUR,CUST006
332,2020-01-07,7000,4282.8,EUR,CUST005
333,2023-05-13,6000,4620.63,EUR,CUST009
334,2019-11-22,7000,1765.25,EUR,CUST020
335,2024-12-23,6000,2021.16,EUR,CUST007
336,2023-07-14,7000,4802.44,EUR,CUST019
337,2021-02-23,6000,2240.8,EUR,CUST010
338,2022-05-03,6000,1193.65,EUR,CUST016
339,2025-07-18,6000,2959.94,EUR,CUST014
340,2022-11-19,6000,1783.89,EUR,CUST006
341,2024-06-23,7000,4497.54,EUR,CUST012
342,2019-10-10,6000,2408.8,EUR,CUST012
343,2020-02-20,6000,142.75,EUR,CUST013
344,2019-12-11,6000,4140.38,EUR,CUST008
345,2021-07-12,6000,3017.64,EUR,CUST010
346,2022-01-27,6000,1870.11,EUR,CUST016
347,2022-04-15,7000,486.62,EUR,CUST020
348,2023-11-05,6000,982.35,EUR,CUST001
349,2025-04-24,7000,3017.04,EUR,CUST009
350,2023-07-23,7000,1274.04,EUR,CUST013
351,2020-07-10,6000,147.49,EUR,CUST011
352,2020-05-06,6000,2817.92,EUR,CUST005
353,2024-08-09,7000,1266.77,EUR,CUST009
354,2019-11-12,7000,2760.46,EUR,CUST007
355,2021-09-16,6000,4044.19,EUR,CUST020
356,2025-03-05,6000,1624.85,EUR,CUST005
357,2024-08-10,6000,2166.36,EUR,CUST016
358,2022-05-04,6000,4586.12,EUR,CUST009
359,2024-05-12,6000,2304.49,EUR,CUST002
360,2025-08-03,7000,3782.19,EUR,CUST001
361,2021-12-08,7000,180.77,EUR,CUST008
362,2020-05-10,7000,4133.66,EUR,CUST019
363,2022-04-03,7000,1378.38,EUR,CUST012
364,2024-05-30,7000,4966.45,EUR,CUST004
365,2023-09-12,7000,4222.84,EUR,CUST003
366,2021-04-15,7000,2471.38,EUR,CUST017
367,2024-09-18,7000,1161.14,EUR,CUST004
368,2023-09-07,7000,1508.23,EUR,CUST015
369,2021-12-25,7000,1185.63,EUR,CUST016
370,2019-10-23,6000,1461.86,EUR,CUST018
371,2023-08-13,6000,3897.13,EUR,CUST014
372,2019-11-13,6000,1818.0,EUR,CUST016
373,2020-12-15,6000,578.88,EUR,CUST014
374,2020-05-22,7000,4829.02,EUR,CUST017
375,2020-12-12,7000,3511.35,EUR,CUST013
376,2021-12-27,7000,1291.93,EUR,CUST016
377,2024-01-29,7000,1016.38,EUR,CUST003
378,2025-03-13,6000,1538.2,EUR,CUST003
379,2020-08-06,6000,1249.7,EUR,CUST005
380,2022-05-24,7000,4499.09,EUR,CUST019
381,2024-08-30,7000,1245.48,EUR,CUST007
382,2021-02-09,6000,3940.12,EUR,CUST005
383,2024-03-21,7000,4296.76,EUR,CUST003
384,2021-07-11,6000,1406.0,EUR,CUST010
385,2020-02-19,6000,4658.1,EUR,CUST016
386,2021-08-15,7000,122.12,EUR,CUST001
387,2022-12-18,6000,235.35,EUR,CUST005
388,2023-02-23,6000,1786.24,EUR,CUST011
389,2020-09-12,7000,3030.19,EUR,CUST015
390,2020-07-24,6000,3022.35,EUR,CUST016
391,2025-02-15,7000,4304.34,EUR,CUST004
392,2021-02-26,7000,3424.1,EUR,CUST012
393,2021-02-09,6000,1051.57,EUR,CUST018
394,2020-04-14,7000,2832.08,EUR,CUST002
395,2025-08-22,6000,3647.24,EUR,CUST004
396,2025-07-30,6000,2676.07,EUR,CUST004
397,2024-05-20,6000,1019.2,EUR,CUST006
398,2024-04-21,7000,4462.05,EUR,CUST002
399,2023-07-25,7000,4653.8,EUR,CUST008
400,2024-08-04,7000,3680.54,EUR,CUST005
401,2020-05-12,7000,3601.37,EUR,CUST020
402,2022-06-23,6000,1640.03,EUR,CUST011
403,2023-12-14,7000,637.84,EUR,CUST005
404,2022-05-21,6000,1083.67,EUR,CUST010
405,2020-01-29,6000,132.67,EUR,CUST014
406,2024-05-15,6000,3242.26,EUR,CUST014
407,2020-09-18,7000,3513.57,EUR,CUST006
408,2022-07-31,6000,3814.29,EUR,CUST004
409,2021-01-13,6000,2650.15,EUR,CUST003
410,2024-05-30,7000,3284.45,EUR,CUST011
411,2022-12-17,7000,4318.49,EUR,CUST007
412,2020-06-23,6000,453.5,EUR,CUST010
413,2022-05-27,6000,733.83,EUR,CUST001
414,2023-11-01,7000,1651.75,EUR,CUST009
415,2021-01-01,6000,3765.33,EUR,CUST010
416,2025-04-29,7000,1678.97,EUR,CUST005
417,2021-01-25,7000,1599.45,EUR,CUST016
418,2021-02-21,7000,1760.31,EUR,CUST016
419,2021-09-05,7000,1890.38,EUR,CUST014
420,2024-03-27,6000,158.18,EUR,CUST003
421,2020-11-26,7000,1100.9,EUR,CUST010
422,2021-12-25,6000,1847.51,EUR,CUST015
423,2022-05-14,7000,2629.56,EUR,CUST007
424,2023-01-16,6000,4565.8,EUR,CUST010
425,2024-02-10,7000,3954.97,EUR,CUST014
426,2023-01-02,7000,3461.67,EUR,CUST005
427,2022-08-11,7000,2757.8,EUR,CUST003
428,2023-11-10,6000,1670.07,EUR,CUST002
429,2021-06-30,7000,3938.9,EUR,CUST001
430,2020-01-24,6000,4615.09,EUR,CUST013
431,2021-12-06,7000,4008.47,EUR,CUST007
432,2024-02-16,7000,1583.51,EUR,CUST015
433,2020-03-01,7000,739.74,EUR,CUST011
434,2025-07-23,6000,2659.11,EUR,CUST009
435,2023-05-15,6000,2942.67,EUR,CUST008
436,2024-01-09,6000,4950.46,EUR,CUST006
437,2025-04-13,7000,2698.13,EUR,CUST017
438,2021-08-30,6000,423.05,EUR,CUST002
439,2021-10-27,7000,1743.88,EUR,CUST008
440,2023-05-29,6000,641.97,EUR,CUST010
441,2023-09-19,7000,548.95,EUR,CUST019
442,2019-12-09,7000,3169.27,EUR,CUST016
443,2021-07-29,6000,4845.68,EUR,CUST006
444,2020-04-03,6000,2920.81,EUR,CUST001
445,2021-05-03,7000,4155.95,EUR,CUST001
446,2024-02-04,7000,4903.04,EUR,CUST016
447,2021-02-04,6000,3528.94,EUR,CUST011
448,2021-07-06,7000,1573.99,EUR,CUST017
449,2020-06-03,6000,3527.0,EUR,CUST008
450,2023-06-24,6000,4676.56,EUR,CUST012
451,2024-08-25,7000,3182.94,EUR,CUST008
452,2023-09-09,6000,4704.65,EUR,CUST019
453,2024-01-17,7000,536.15,EUR,CUST014
454,2024-06-19,7000,233.26,EUR,CUST020
455,2020-11-16,6000,2204.93,EUR,CUST006
456,2022-07-10,6000,1828.65,EUR,CUST005
457,2019-11-04,7000,3401.24,EUR,CUST016
458,2020-04-19,7000,2389.87,EUR,CUST011
459,2023-04-10,7000,344.42,EUR,CUST009
460,2021-10-26,7000,709.94,EUR,CUST006
461,2023-04-06,7000,2525.25,EUR,CUST019
462,2022-03-07,7000,1879.3,EUR,CUST016
463,2024-05-19,6000,1021.4,EUR,CUST020
464,2023-07-11,6000,1095.51,EUR,CUST012
465,2021-10-04,6000,4999.95,EUR,CUST011
466,2021-03-17,6000,3592.16,EUR,CUST013
467,2019-10-06,6000,4997.73,EUR,CUST016
468,2023-08-13,7000,2127.2,EUR,CUST017
469,2022-09-17,6000,4195.29,EUR,CUST015
470,2024-12-01,7000,2314.31,EUR,CUST014
471,2021-11-03,6000,2056.07,EUR,CUST016
472,2022-10-07,6000,2997.63,EUR,CUST012
473,2023-05-26,7000,4845.68,EUR,CUST016
474,2021-09-26,7000,4156.36,EUR,CUST019
475,2022-01-10,7000,1404.41,EUR,CUST016
476,2025-07-31,6000,1798.5,EUR,CUST008
477,2023-05-15,7000,264.04,EUR,CUST019
478,2021-02-04,7000,4318.25,EUR,CUST009
479,2020-10-03,7000,699.48,EUR,CUST019
480,2023-03-05,7000,1406.17,EUR,CUST006
481,2024-11-18,6000,1633.6,EUR,CUST002
482,2021-07-09,7000,759.62,EUR,CUST017
483,2024-03-20,6000,4656.1,EUR,CUST003
484,2022-01-18,7000,4259.35,EUR,CUST004
485,2024-04-08,6000,4580.78,EUR,CUST004
486,2021-10-07,6000,3571.52,EUR,CUST015
487,2023-10-19,6000,4572.61,EUR,CUST013
488,2025-02-13,6000,2500.68,EUR,CUST015
489,2022-04-13,7000,397.41,EUR,CUST003
490,2022-06-04,6000,2995.53,EUR,CUST004
491,2025-06-28,6000,740.15,EUR,CUST018
492,2021-03-09,6000,3495.03,EUR,CUST012
493,2025-06-14,6000,4065.64,EUR,CUST009
494,2020-11-27,7000,1065.85,EUR,CUST008
495,2021-04-01,7000,4431.81,EUR,CUST008
496,2021-05-12,7000,4717.43,EUR,CUST008
497,2023-06-06,6000,4402.85,EUR,CUST011
498,2023-10-02,7000,422.76,EUR,CUST008
499,2023-11-25,6000,2589.8,EUR,CUST019
500,2022-07-05,7000,2316.1,EUR,CUST009
501,2020-11-02,6000,1252.02,EUR,CUST014
502,2021-11-26,6000,3194.47,EUR,CUST007
503,2021-09-27,6000,4476.5,EUR,CUST013
504,2020-10-06,6000,2287.74,EUR,CUST019
505,2025-06-04,6000,2962.09,EUR,CUST010
506,2023-06-18,6000,928.89,EUR,CUST010
507,2020-11-05,7000,3389.08,EUR,CUST018
508,2023-10-15,6000,1071.44,EUR,CUST013
509,2020-06-15,6000,606.17,EUR,CUST009
510,2025-05-09,7000,571.66,EUR,CUST008
511,2024-10-29,7000,2750.76,EUR,CUST004
512,2019-10-23,7000,1312.48,EUR,CUST013
513,2023-05-22,7000,644.96,EUR,CUST003
514,2019-11-22,6000,3777.35,EUR,CUST020
515,2019-10-22,7000,2845.24,EUR,CUST010
516,2023-04-08,6000,362.48,EUR,CUST015
517,2023-08-27,6000,1017.38,EUR,CUST004
518,2020-10-02,6000,2786.6,EUR,CUST012
519,2025-07-04,7000,4431.09,EUR,CUST012
520,2025-01-22,7000,483.53,EUR,CUST018
521,2019-10-30,6000,4606.41,EUR,CUST011
522,2021-02-19,7000,419.94,EUR,CUST008
523,2024-04-29,6000,199.95,EUR,CUST019
524,2020-05-22,6000,1322.37,EUR,CUST003
525,2021-12-12,6000,2808.65,EUR,CUST001
526,2021-02-04,7000,3746.29,EUR,CUST008
527,2022-04-05,7000,385.35,EUR,CUST012
528,2025-05-10,7000,913.43,EUR,CUST001
529,2024-01-03,6000,4498.66,EUR,CUST020
530,2021-01-22,6000,4213.18,EUR,CUST016
531,2020-07-04,6000,4481.19,EUR,CUST014
532,2021-06-07,6000,1553.21,EUR,CUST018
533,2024-02-01,7000,1452.15,EUR,CUST005
534,2020-01-01,6000,2857.56,EUR,CUST013
535,2022-04-24,6000,2100.16,EUR,CUST003
536,2022-04-18,7000,2690.42,EUR,CUST004
537,2021-09-23,6000,1186.65,EUR,CUST006
538,2024-06-07,6000,4930.98,EUR,CUST001
539,2023-12-18,7000,4827.52,EUR,CUST011
